OccNo,VesselName,VesselFlag,VesselType,VesselSubType,GrossTonnage,YearBuilt,YearRebuilt,VesselPhase,VesselActivityType,VesselActivitySubType,VesselLossIND,PrimaryVesselIND,PrimaryAccIncTypeIND,VesselAccIncType,VesselAccIncSubType,PRODUCTION_DT
M04C0090,RECREATIONAL CRAFT - 59E22354,CANADA,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,CAPSIZES,N/A,2018-08-15T10:01:40
M04C0091,DAVIKEN,BAHAMAS,CARGO - SOLID,BULK CARRIER,23306.00,1986,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04C0092,SPRUCEGLEN,CANADA,CARGO - SOLID,BULK CARRIER,22388.00,1982,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04C0093,CANADIAN PROVIDER,CANADA,CARGO - SOLID,BULK CARRIER,17872.62,1963,,CIRCUMSTANCES - OTHER,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04C0094,ALGOWOOD,CANADA,CARGO - SOLID,BULK CARRIER,22558.33,1981,,UNDERWAY – not making way/adrift,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M04C0095,DANIELLA,NETHERLANDS,CARGO - SOLID,GENERAL CARGO,5818.00,1989,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04C0096,PETITE FORTE,CANADA,TUG,N/A,369.17,1969,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04C0096,ST. MARY'S CEMENT,CANADA,BARGE - CARGO SOLID,BARGE - GENERAL CARGO,,,,TOWED/PUSHED (not using own engine),CARRIAGE OF GOODS,N/A,NO,NO,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04F0001,CAPT. RALPH TUCKER,CANADA,CARGO - LIQUID,PRODUCT TANKER,6491.00,1966,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04F0003,THALASSA DESGAGNES,CANADA,CARGO - LIQUID,PRODUCT TANKER,5999.49,1976,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M04F0007,JOSE NARVAEZ,CANADA,TUG,N/A,149.63,1969,,UNDERWAY - unknown,SERVICE,"TOWING, ASSISTING",NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04F0008,ALGOWOOD,CANADA,CARGO - SOLID,BULK CARRIER,22558.33,1981,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04F0009,SAGINAW,CANADA,CARGO - SOLID,BULK CARRIER,14066.00,,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M04F0010,DOUG MCKEIL,CANADA,TUG,N/A,2047.32,1970,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04F0010,OCEAN HAULER,CANADA,BARGE - UNSPECIFIED,N/A,3781.00,1942,,TOWED/PUSHED (not using own engine),CARRIAGE OF GOODS,N/A,NO,NO,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04F0011,NAUTICAL CHAMPION,CANADA,FISHING,UNKNOWN,183.42,1989,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M04F0012,BOABARGE 16,CANADA,BARGE - UNSPECIFIED,N/A,10423.00,1971,,TOWED/PUSHED (not using own engine),SERVICE,"TOWING, ASSISTING",NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M04F0013,GULF SPIRIT 1,CANADA,CARGO - SOLID,GENERAL CARGO,879.00,1972,,CIRCUMSTANCES - OTHER,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M04F0014,ALGOSTEEL,CANADA,CARGO - SOLID,BULK CARRIER,18423.78,1966,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04F0015,UNK/INC,CANADA,SERVICE SHIP,PATROL VESSEL (HARBOUR/SECURITY/RCMP),,,,UNDERWAY - moving ahead,SERVICE,PATROL,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04F0016,EVANS MCKEIL,CANADA,TUG,N/A,284.20,1936,,UNDERWAY - moving ahead,SERVICE,PUSHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04F0016,OCEAN HAULER,CANADA,BARGE - UNSPECIFIED,N/A,3781.00,1942,,TOWED/PUSHED (not using own engine),,,NO,NO,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04F0016,OCEAN HAULER,CANADA,BARGE - UNSPECIFIED,N/A,3781.00,1942,,TOWED/PUSHED (not using own engine),,,NO,NO,NO,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04F0017,KTC115,CANADA,BARGE - CARGO SOLID,BARGE - GENERAL CARGO,5662.00,1968,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M04F0018,CANADIAN TRANSFER,CANADA,CARGO - SOLID,BULK CARRIER,11120.00,1965,1998,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04F0019,ALGORAIL,CANADA,CARGO - SOLID,BULK CARRIER,16157.19,1968,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M04F0019,CLEVELAND,UNITED STATES - US,TUG,N/A,,,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M04F0019,CLEVELAND ROCKS,UNITED STATES - US,BARGE - CARGO SOLID,BARGE - GENERAL CARGO,,,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M04F0019,IOWA,UNITED STATES - US,TUG,N/A,,,,UNDERWAY – not under command,SERVICE,"TOWING, ASSISTING",NO,NO,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04F0020,CATHERINE DESGAGNES,CANADA,CARGO - SOLID,GENERAL CARGO,5674.92,1961,,ANCHORED,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M04F0021,AGAWA CANYON,CANADA,CARGO - SOLID,BULK CARRIER,16290.42,1970,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M04F0021,BARBARA JEAN,UNITED STATES - US,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,NO,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M04F0024,HALIFAX,CANADA,CARGO - SOLID,BULK CARRIER,20645.51,1963,1980,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04F0026,SARAH SPENCER,CANADA,BARGE - OTHER,BARGE - UNKNOWN,14707.85,1959,1989,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04F0027,ALGOWAY,CANADA,CARGO - SOLID,BULK CARRIER,16186.61,1972,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04F0030,ALGOCAPE,CANADA,CARGO - SOLID,BULK CARRIER,17822.16,1967,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04F0033,BOABARGE 16,CANADA,BARGE - UNSPECIFIED,N/A,10423.00,1971,,TOWED/PUSHED (not using own engine),UNKNOWN,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04H0001,NOVA GALE,CANADA,FISHING,UNKNOWN,717.00,1987,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M04H0002,TUVAQ,CANADA,CARGO - LIQUID,PRODUCT TANKER,11290.00,1977,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M04H0003,DUMIT,CANADA,SERVICE SHIP,BUOY TENDER/RE-SUPPLY,568.58,1979,,UNDERWAY - moving ahead,SERVICE,WATERWAY MANAGEMENT (INCL BUOYS),NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M04H0005,ECKALOO,CANADA,SERVICE SHIP,BUOY TENDER/RE-SUPPLY,661.13,1988,,CIRCUMSTANCES - OTHER,SERVICE,WATERWAY MANAGEMENT (INCL BUOYS),NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04H0006,DUMIT,CANADA,SERVICE SHIP,BUOY TENDER/RE-SUPPLY,568.58,1979,,UNDERWAY - moving ahead,SERVICE,WATERWAY MANAGEMENT (INCL BUOYS),NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04H0007,AMUNDSEN,CANADA,SERVICE SHIP,ICEBREAKER,5910.42,1978,,UNKNOWN,GOVERNMENT-GENERAL,N/A,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M04H0008,BARGE 1016,CANADA,BARGE - LIQUID CARGO,BARGE - COMBINATION OIL/CARGO/RO-RO,1005.00,1996,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04H0008,VIC INGRAHAM,CANADA,TUG,N/A,711.21,1970,,UNDERWAY - moving ahead,SERVICE,PUSHING,NO,NO,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04H0009,ANNA DESGAGNES,CANADA,CARGO - SOLID,GENERAL CARGO,15893.00,1986,,UNKNOWN,CARRIAGE OF GOODS,N/A,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M04H0011,PIERRE RADISSON,CANADA,SERVICE SHIP,ICEBREAKER,5910.42,1978,,ANCHORED,GOVERNMENT-GENERAL,N/A,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M04H0011,AMUNDSEN,CANADA,SERVICE SHIP,ICEBREAKER,5910.42,1978,,UNDERWAY - unknown,SERVICE,RESEARCH,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M04H0012,DUMIT,CANADA,SERVICE SHIP,BUOY TENDER/RE-SUPPLY,568.58,1979,,UNDERWAY - moving ahead,SERVICE,WATERWAY MANAGEMENT (INCL BUOYS),NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M04H0013,LOUIS S. ST-LAURENT,CANADA,SERVICE SHIP,ICEBREAKER,11441.69,1968,1993,UNDERWAY - moving ahead,SERVICE,ICEBREAKING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0001,HALIFAX,CANADA,CARGO - SOLID,BULK CARRIER,20645.51,1963,1980,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,2018-08-15T10:01:40
M04L0004,BORDEAUX,CANADA,BARGE - UNSPECIFIED,N/A,29.44,1957,,BERTHED/DOCKED,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,YES,YES,MISSING (THE SHIP IS),N/A,2018-08-15T10:01:40
M04L0005,MB 3,CANADA,BARGE - UNSPECIFIED,N/A,,,,BERTHED/DOCKED,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,YES,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M04L0007,YTHAN,MARSHALL ISLANDS,CARGO - SOLID,CONTAINER SHIP,21309.00,1984,,UNDERWAY – not under command,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0008,SICHEM PADUA,ISLE OF MAN,CARGO - LIQUID,PRODUCT/CHEMICAL TANKER,6544.00,1993,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,2018-08-15T10:01:40
M04L0010,FLINTERDUIN,NETHERLANDS,CARGO - SOLID,GENERAL CARGO,4503.00,2000,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04L0011,YTHAN,MARSHALL ISLANDS,CARGO - SOLID,CONTAINER SHIP,21309.00,1984,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0012,DES GROSEILLIERS,CANADA,SERVICE SHIP,ICEBREAKER,6097.80,1982,,BERTHED/DOCKED,SERVICE,ICEBREAKING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0013,DIAMOND STAR,CANADA,CARGO - LIQUID,PRODUCT TANKER,6262.00,1992,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04L0014,LOWLANDS SAGUENAY,PANAMA,CARGO - SOLID,BULK CARRIER,37721.00,1985,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04L0016,SILVER SHING,CHINA,CARGO - SOLID,CONTAINER SHIP,27117.00,1996,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,2018-08-15T10:01:40
M04L0017,MARNE,MARSHALL ISLANDS,CARGO - LIQUID,LIQUIFIED GAS CARRIER,23217.00,2001,,BERTHED/DOCKED,CARRIAGE OF GOODS,N/A,NO,YES,YES,DANGEROUS GOODS RELEASED,ON BOARD SHIP,2018-08-15T10:01:40
M04L0018,NORTH DEFIANCE,PANAMA,CARGO - LIQUID,CHEMICAL TANKER,9900.00,2001,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,2018-08-15T10:01:40
M04L0022,PANLI,CYPRUS,CARGO - SOLID,CONTAINER SHIP,40504.00,1982,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M04L0023,CECILIA DESGAGNES,CANADA,CARGO - SOLID,GENERAL CARGO,5814.50,1971,,UNDERWAY - moving astern,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0024,SAUNIERE,CANADA,CARGO - SOLID,BULK CARRIER,16709.24,1970,1976,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M04L0025,TEAM MARS,MARSHALL ISLANDS,CARGO - LIQUID,PRODUCT/CHEMICAL TANKER,24330.00,1982,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M04L0026,CANADA SENATOR,LIBERIA,CARGO - SOLID,CONTAINER SHIP,30567.00,1992,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0027,SPAR RUBY,NORWAY,CARGO - SOLID,BULK CARRIER,16775.00,1985,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0030,C.T.M.A. VACANCIER,CANADA,FERRY,PASSENGER/VEHICLE,11481.00,1973,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M04L0031,SPRUCEGLEN,CANADA,CARGO - SOLID,BULK CARRIER,22388.00,1982,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M04L0032,HUMBER ARM,BERMUDA,CARGO - SOLID,RO-RO-CARGO,3528.00,1976,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,2018-08-15T10:01:40
M04L0033,SPRUCEGLEN,CANADA,CARGO - SOLID,BULK CARRIER,22388.00,1982,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M04L0035,C.T.M.A. VACANCIER,CANADA,FERRY,PASSENGER/VEHICLE,11481.00,1973,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04L0036,DES GROSEILLIERS,CANADA,SERVICE SHIP,ICEBREAKER,6097.80,1982,,BERTHED/DOCKED,SERVICE,ICEBREAKING,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M04L0037,RIO GLORY,MALTA,CARGO - SOLID,CONTAINER SHIP,17770.00,1981,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M04L0038,CANMAR PRIDE,BERMUDA,CARGO - SOLID,CONTAINER SHIP,39174.00,1998,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0039,ATLANTIC PRIDE,CYPRUS,CARGO - SOLID,CONTAINER SHIP,12993.00,2000,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0040,CAPE MARY,CANADA,FISHING,UNKNOWN,61.24,1958,,UNKNOWN,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M04L0041,MADELINOT WAR LORD,CANADA,FISHING,UNKNOWN,25.33,1988,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M04L0042,NANTICOKE,CANADA,CARGO - SOLID,BULK CARRIER,22706.41,1980,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M04L0043,ATLANTIC ERIE,CANADA,CARGO - SOLID,BULK CARRIER,25128.99,1985,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M04L0044,TK ODESSA,MALTA,CARGO - SOLID,BULK CARRIER,3977.00,1982,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0045,JANNIE-C,ISLE OF MAN,CARGO - SOLID,GENERAL CARGO,7752.00,2002,,BERTHED/DOCKED,CARRIAGE OF GOODS,N/A,NO,YES,YES,PERSON (CREW MEMBER) PHYSICAL INCAPACITATION,N/A,2018-08-15T10:01:40
M04L0046,JADE STAR,CANADA,CARGO - LIQUID,PRODUCT TANKER,6262.00,1993,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0047,MARTINE D.,CANADA,FISHING,UNKNOWN,49.07,1962,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M04L0047,MARTINE D.,CANADA,FISHING,UNKNOWN,49.07,1962,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,NO,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M04L0048,CANADA SENATOR,LIBERIA,CARGO - SOLID,CONTAINER SHIP,30567.00,1992,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M04L0050,CATHERINE-LEGARDEUR,CANADA,FERRY,PASSENGER,1348.42,1983,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04L0051,ALGOVILLE,CANADA,CARGO - SOLID,BULK CARRIER,18845.14,1967,,BERTHED/DOCKED,CARRIAGE OF GOODS,N/A,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M04L0053,CALYPSO GESPEG 1,CANADA,FISHING,UNKNOWN,94.75,1990,,BERTHED/DOCKED,UNKNOWN,N/A,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M04L0054,STEPHANE C.,CANADA,FISHING,UNKNOWN,46.58,1974,,ANCHORED,FISHING,FISHING,NO,YES,YES,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M04L0055,MARIE GABRIEL,CANADA,FISHING,UNKNOWN,12.23,1978,,UNDERWAY - moving ahead,UNKNOWN,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M04L0056,LADY SONIA,CANADA,FISHING,UNKNOWN,71.63,1980,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,"BOARDING, BEING ON BOARD, FALLING OVERBOARD FROM THE SHIP",2018-08-15T10:01:40
M04L0057,MARTHA L. BLACK,CANADA,SERVICE SHIP,ICEBREAKER,3818.06,1985,,BERTHED/DOCKED,SERVICE,WATERWAY MANAGEMENT (INCL BUOYS),NO,YES,YES,PERSON OVERBOARD,N/A,2018-08-15T10:01:40
M04L0058,NORMAN MCLEOD,CANADA,BARGE - LIQUID CARGO,BARGE - PRODUCT,6809.00,2001,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
